,news,label
29,"NEW DELHI: A full-scale political battle has broken out between the BJP-led Centre and the Trinamool Congress-led West Bengal government, sparked off by the “unannounced” landing of a central team of officials in Kolkata on Monday morning. With West Bengal CM Mamata Banerjee viewing the move as an attack on the federal scheme of governance, the TMC accused the Centre of “playing politics at a time when states and the Centre are expected to work together to combat coronavirus”. Banerjee shot off a letter to PM Narendra Modi protesting “breaking of federal norms”. READ ALSO | Bengal obstructing Centre’s Covid-19 teams, says MHAAddressing an online press conference on Tuesday, TMC parliamentary leaders Sudip Bandopadhyay and Derek O’Brien questioned the Centre’s “intent”. “Why are opposition-governed states like West Bengal being put on targeted watch when states under BJP like Gujarat and Uttar Pradesh, or even states like Tamil Nadu and Telangana, governed by friendly parties, with higher positive cases are not being monitored by the Centre,” they asked. “Unfortunately, when Bengal and all other states are fighting coronavirus, the Centre is fighting the states,” O’Brien said, adding, “The Centre refused to call off the budget session of Parliament and delayed a lockdown when the virus was spreading, paying no heed to TMC’s warning on social distancing to be observed, apparently to install a BJP government in Madhya Pradesh.” He further said, “It is a health emergency. Let’s fight it together, not as a state or Centre. Let’s get back to politics after this is over.” Bandopadhyay said, “People want to know what the central ministerial team is looking for, what it has found and why it has not consulted with the chief minister or any state government official on their visit.” He added that the state was coordinating with the Centre and following every guideline. “So, what happened suddenly?” he asked. Asked whether people would suffer if the war against coronavirus got caught in political wrangling, Bandopadhyay said, “Hopefully, good sense will prevail. The Centre will restrain itself in future and will consult state governments for comprehensive and well-structured moves to fight coronavirus and state governments will cooperate.” DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
30,"NEW DELHI: The West Bengal administration’s refusal to provide assistance to the two Inter-Ministerial Central Teams despatched to assist the state can have serious security implications if provisions of the Disaster Management Act are examined as they empower the Centre to deploy military or paramilitary to enforce guidelines issued by the home ministry in any part of the country. Given the sensitivity of the Covid-19 situation, the Centre may choose persuasion or even a hard nudge rather than invoke the more stringent provisions of the law. As it is, the Trinamool Congress has raised the issue of federalism and an emotive outburst of populist emotions will worry the Centre. But at present, the DM Act has been invoked to put the country under lockdown till May 3. The Act overrides all existing laws in the country. In addition, Section 35(2)(f) of the Act empowers the Centre to deploy military or any central paramilitary force to effectively enforce implementation of the guidelines issued under the Act. States are bound to comply with central directives and “make available their resources” to the central team for “responding promptly and effectively to any disaster in the state”. In case of West Bengal, preliminary reports received by the home ministry had indicated “violence on frontline healthcare professionals, complete violations of social distancing norms outside banks, PDS shops and in market places and movement of private and commercial vehicles with passengers in urban areas”. Though in its communication to the chief secretary, the Centre only quoted Sections 35(1), 35(2)(a), 35(2)(e) and 35(2)(i) that talk about coordination, cooperation and securing effective implementation of the DM Act, there are other provisions that provide for arrest of a state official if he or she refuses to abide by the central directives. If there is a showdown between the Centre and states in implementation of disaster management guidelines, the Act empowers the Centre for “deployment of naval, military and air force, other armed forces of the Union or any other civilian personnel as may be required for the purposes of this Act”. While Sections 38 and 39 of the Act make it compulsory that resources of the state are made available to the central team for “responding promptly and effectively” to the disaster, Sections 55 and 56 provide for punishment of up to one year and with fine on failure of any officer of the state “in duty or his connivance at the contravention of the provisions of the Act”. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
31,"NEW DELHI: The Centre on Tuesday said while Maharashtra and Rajasthan were fully cooperating with inter-ministerial teams sent to boost anti-Covid-19 actions, the West Bengal government had restrained the teams sent to Kolkata and Jalpaiguri from functioning, escalating the political battle with Trinamool Congress. Home ministry spokesperson Punya Salila Srivastava said the West Bengal government's actions amounted to obstructing implementation of the order issued on Monday under the Disaster Management Act where state authorities were asked to make arrangements for the IMCTs (inter-ministerial central teams) to assess the ground situation. READ ALSO | Didi hits back, says attack on federal norms; TMC questions Centre’s intent“It has been brought to the notice of this ministry that both the IMCTs, at Kolkata and Jalpaiguri respectively, have not been provided with the requisite cooperation by the state and local authorities. In fact, they have been specifically restrained from making any visits, interacting with health professionals and assessing the ground situation,” home secretary Ajay Bhalla said in a letter to the West Bengal chief secretary. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news The war of words, however, became heated with Trinamool leader Abhishek Banerjee tweeting, ""You cripple West Bengal with faulty kits from ICMR and then send IMCTs to monitor its performance while keeping the state government in the dark. In the name of combating the Covid-19 crisis, you're playing with the lives of Bengalis while your leaders use skewed testing numbers for fake propaganda."" The Centre had previously written to West Bengal pointing out that social distancing was being slackly implemented. Chief minister Mamata Banerjee said the state would implement curbs with a ""human face"". In its previous communication, the home ministry had pointed to reports that the police were allowing religious congregations and people were thronging vegetable, fish and meat markets in several areas. Bhalla said West Bengal’s refusal to assist the teams “amounts to obstructing the implementation of the orders issued by the central government under the Disaster Management Act, 2005, and equally binding directions of the Supreme Court”. “You are, therefore, directed to comply with the MHA order dated April 19, 2020, and make all necessary arrangements for the IMCTs to carry out such responsibilities as have been entrusted to them,” he wrote. Two central teams have been deputed to West Bengal to review implementation of lockdown measures in identified districts. The teams are led by additional secretary-level officers and comprise senior public health professionals and NDMA officers, “whose expertise can be leveraged by the state government for management of Covid-19 pandemic”, said the home secretary. Bhalla reminded the state government that the teams were deputed under the authority conferred on the central government under Section 35 of the Disaster Management Act which states that “the central government shall take all such measures as it deems necessary or expedient for the purpose of disaster management”. He also drew attention to the SC’s observation in its order on March 31 that state governments will faithfully comply with the directives and orders issued by the Union of India in letter and spirit in the interest of public safety. “The said observations of the Supreme Court must be treated as directions and faithfully complied with,” he said. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
32,"NEW DELHI: The coronavirus epidemic could peak in India by the middle of May and gradually peter out after that, a modelling exercise by Times Network in partnership with global consulting firm Protiviti, has predicted. The ‘Times Fact India Outbreak Report’ looks at three different possibilities and suggests that India could see the number of coronavirus cases crossing 75,000 around May 22. The team built three models to predict the progression of the coronavirus. Each model provides an estimate of how the outbreak could unfold under different conditions and provides insights on how the government and health infrastructure can respond to the crisis. Read our coronavirus live blog for all the latest news and updatesThe report used three models: the percentage model, the time series model and the Susceptible Exposed Infected Recovered (SEIR) model. The percentage model uses trends in the spread of the disease in Italy and the US, and applies them onto India to predict its trajectory. Blog: Level the field - News producers can’t keep incurring the costs while digital platforms drain away profitsCoronavirus outbreak: Complete coverageThe time series model takes into consideration data across time periods in China and South Korea, and adapts them to India’s data. The SEIR model is based on an estimation of reproduction rate of the virus, which is the average number of people each positive person infects. Together, the three models provided six projections for the outbreak and give an indication of when it might be safe to lift the lockdown. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news The report also predicted two scenarios to show when the case tally could fall to zero. The scenarios assume the lockdown is extended beyond May 3 and the reproduction rate of the virus is 0.8, that is, each infected person spreads the disease to 0.8 other people. In the first scenario, if the lockdown is extended to May 15, the case tally will fall to zero by September 15. In the second scenario, if the lockdown is extended to May 30, cases will drop to zero by mid-June. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
33,"NEW DELHI: With states complaining that the recently acquired rapid testing kits were delivering misleading and inaccurate results, the Indian Council of Medical Research (ICMR) on Tuesday advised all states to stop using the antibody test for Covid-19 for two days until its teams investigated the functioning of the kits. The council said it was investigating the issue as some states had reported huge variations — ranging between 6% and 71% — in test results from rapid antibody kits which it said was unacceptable and may need to be replaced, which will be a setback to the government's plan to use rapid tests for surveillance and tracking trends, though not for diagnostics. On Tuesday morning, Rajasthan — the first state in the country to conduct rapid tests for Covid-19 — decided to stop using the kit any further as it was found that the results were inaccurate and did not correlate with the results of the polymerase chain reaction (PCR) test. This also triggered a reaction across the country with many other states discontinuing the testing. In a tweet late on Tuesday, Rajasthan chief minister Ashok Gehlot said: ""I had earlier suggested to GOI (government of India) that a centralised mechanism with proper guidelines of quality check may be developed for the procurement of medical equipment. Unfortunately this was not accepted. Had this suggestion been accepted, failure of Rapid Test kits could have been avoided. We have written to ICMR for the same."" However, well-placed sources said the tests may not be at fault and might not have been correctly used. ""The kits are not faulty,"" an official familiar with the testing strategy said. ""The use of these kits for diagnosis is at fault. The proper test for Covid is the RT-PCR test. It is possible that states may have resorted to a short-cut in seeing them as diagnostic tests,"" he added. Thanks to this, India’s testing rate has dropped from 35,000-odd on Monday to 27,500 on Tuesday as states are using testing infrastructure for antibody tests. ICMR is expected to issue a detailed clarification soon. There have also been reports that the temperatures needed for the rapid tests have not been observed. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news The kits had arrived last week after several delays and have been sourced from three companies based in China. In the first batch, some 3,00,000 kits arrived close to two weeks after they were due. In all, 6,50,000 are to be delivered with more in the pipeline by way of domestic operations in collaboration with foreign firms and other orders that have been placed. The kits are being sent to states based on their requirements. There were complaints from states with the kits meant to be used in hotspots and red zones as a supplement to the polymerase tests that are much more reliable but take more time as it’s are a four-stage procedure to be conducted in labs. ""On Monday, we received a complaint from one state about less detection through rapid antibody test kits. So we asked around three states on Tuesday and found that among positive samples of RT-PCR, there is too much variation in rapid antibody tests,"" said ICMR’s head of epidemiology and communicable diseases, Dr R R Gangakhedkar. ""In some places, 6% to 71% of RT-PCR positive samples were positive,"" he added. ICMR has decided to send eight different teams for testing and validating the kits in the field over the next two days, after which it will issue a fresh advisory on the use of rapid antibody test kits. ""If problems are detected in batches, we will tell the company and can ask them to replace the batches,"" Dr Gangakhedkar said, while asking states to halt testing through the rapid antibody kit till then. While concerns about level of accuracy of rapid antibody tests were raised earlier too, ICMR and the health ministry maintained that the tests were to be used only for surveillance and monitoring of trends. ICMR has recommended only RT-PCR tests for testing individuals who are Covid-19 suspects, which it said was the gold standard. ""This is not a good thing because when such a huge variation is seen, we need to investigate further even if it is the first generation of the test,"" Dr Gangakhedkar said. He, however, said rapid antibody test was a new and first-generation test and would require time to develop further and perform better in new diseases like Covid-19. Highly placed sources in the government told TOI that ICMR had clarified (in government meetings) that rapid test kits show positive reports only after seven days — the period a body needs to generate antibodies that can be detected. They also said that purchases of these kits were made directly by ICMR. ""ICMR was directly involved in procurement of rapid test kits from both China and South Korea. The vendors were approved by the local government,"" said a source. In Rajasthan, a committee submitted its report following a study conducted on rapid tests. ""The SMS Medical College submitted its report to us and they found that those who tested positive in the PCR test have been found negative for Covid-19 in the rapid test. When we correlated the results of PCR and rapid tests, we found that only 5.4% were matching. Ideally, the matching should be at least 90%,"" said Rajasthan health minister Raghu Sharma. Maharashtra put a last-minute stop on using the rapid test kits. The state had received 75,000 kits and was planning to carry out tests among healthcare workers and subsequently in hotspots such as Mumbai’s Dharavi. The BMC had plans to start testing medical workers using the rapid kits from Wednesday. Dr Anup Kumar Yadav, commissioner of the National Health Mission, said that they have decided to wait for 48 hours for the ICMR’s new advisory. West Bengal decided to put rapid tests on hold till it got a clearance from ICMR, Kolkata mayor Firhad Hakim said late on Tuesday. Bengal had tested 78 people on Monday and another 220 on Tuesday. Punjab, which was amongst the first states to flag the issue of low accuracy, decided not to use kits provided by the central government. To check the accuracy of the kits, Punjab principal health secretary Anurag Agarwal on April 19 got a survey conducted in Mohali and Jalandhar, the worst-hit districts in the state, by testing positive cases. Random sampling among the general public was also done. In both the categories, a majority of samples collected showed false negative and positive results. In Uttar Pradesh, state surveillance officer for Covid-19 Vikasendu Agarwal said: ""UP will put on hold use of rapid kits after ICMR's observation."" UP had recently used the kits to screen over 10,500 children who returned from Kota. The kits were also used for surveillance in hotspots of Gautam Buddh Nagar. Gujarat too has put its use on hold. ""There are two confirmatory strips — IgM and IgG — in these kits. Both are to turn positive to confirm a case. But in certain cases, only one of the two strips shows results while the other strip fails and hence the case remains inconclusive,"" said principal secretary (health) Jayanthi Ravi. Tamil Nadu, which ordered four lakh rapid antibody testing kits, has put its orders on hold since Saturday. The Tamil Nadu Medical Services Corporation managing director P Umanath said his team was re-negotiating the price and re-evaluating the stock required after the ICMR said the tests cannot be used for diagnostic purposes. While Assam and Haryana too have suspended use of these kits, states like Madhya Pradesh, Kerala, Andhra Pradesh and Telangana are yet to begin using them. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
34,"BENGALURU: Reiterating that India is eyeing more than just landing a probe on Moon or sending astronauts only to low earth orbit (LEO), the Indian Space Research Organisation (Isro) is looking at technologies for inflatable habitats, in-situ 3D manufacturing for space and among the 18 experiments from which it will choose to send as part of Gaganyaan. It is also looking for proposals in the field on human psychology for long-term missions. “The human space programme requires innovations and creative technologies for space explorations which will lead to widening of scientific knowledge, economic growth, value addition to the quality of life of a common man and thus national development. There is a need to build capabilities to derive scientific benefits from the programme,” Isro said, as part of its announcement of opportunities (AO) that will let national institutes and labs to send experiment proposals. TOI was the first to report, as early as in January 2019, that Isro may be looking beyond just sending astronauts to LEO, and that it was planning on a space station and eventually even sending humans to Moon. “Gaganyaan is only the beginning, we’re not going to stop there. We’ll continue this programme with plans to send people to the Space Station and to Moon. Work on this will happen parallel to Gaganyaan,” Sivan had said. The kinds of experiments Isro is looking to carry on Ganganyaan is in line with these plans. At present though, the space agency’s priority is to launch the Gaganyaan mission by 2022 as announced by Prime Minister Narendra Modi, and four astronaut-elects picked by the Institute of Aerospace Medicine (IAM) are currently in Russia for training. The AO call by Isro is looking at technologies that can establish long term research as well as plan for necessary facilities, human resource developments for optimal utilisations of experimental applications and technological developments for societal usage. All national research/academic institutions can send in the proposals to the space agency and the last date for submission is July 15. Among other key areas in which Isro is looking for experiments are space food and related technologies, debris management and mitigation, space bioengineering, bioastronautics and so on (see full list in below). ------- Areas of Experiments: 1. Radiation Hazards Characterisation and Mitigation Techniques 2. Space Food and Related Technologies 3. Inflatable Habitats Technology 4. Human Robotic Interfaces 5. Thermal Protection Systems 6. Environmental Control And Life Support Systems 7. Green Propulsion8. Advanced Materials 9. Debris Management And Mitigation 10. Energy Harness And Storage 11. In-situ 3D Manufacturing Technologies For Space 12. Fluid Technology and Management 13. Space Bioengineering 14. Bioastronautics 15. Simulated Gravity Technologies 16. Human Psychology For Long Term Missions 17. Space Medicine And Diagnosis 18. Any Other Relevant Technology Related To Human Space Program DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
35,"NEW DELHI: India became the world’s 17th country to record 20,000 Covid-19 cases, crossing the grim milestone on a day when Maharashtra, Rajasthan and West Bengal recorded their biggest single-day rise in infections. There was a spike in deaths as well, with 49 on Tuesday, taking the toll to 645. The total number of cases stood at 20,083 late on Tuesday, as per reports from states, having risen by 1,493 during the day — the second highest daily rise after Sunday’s spike of 1,613 cases. Over a third of the new cases came from Maharashtra. At 552, the state equalled its own record of fresh cases set on Sunday. Mumbai alone reported 419 cases and 12 deaths. Rajasthan (159) and West Bengal (53) also saw the sharpest spike for the respective states even as the infection maintained its surge in Gujarat, where 239 more people tested positive. Gujarat, which has emerged as the biggest Covid hotspot after Maharashtra, crossed the 2,000-mark in number of cases and overtook Delhi to claim the No.2 spot in the country. Compared to 35 days taken by Maharashtra and 45 by Delhi – only two other Indian states with more than 2,000 cases – Gujarat reach the grim milestone in 34 days. The total tally of cases in the state now stands at 2,178. On Tuesday, as many as 15 Covid-19 patients died in Ahmedabad city. Two deaths were reported in Surat and one each from Bhavnagar and Bharuch. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news Maharashtra’s count of coronavirus cases crossed 5,000. The state’s latest and fastest addition of 1,000 cases has come in just two days. Mumbai, which recorded its second highest single-day rise in cases with 419 new detections, mainly contributed to the state’s surge in cases. Over a lakh people in the state are now under home or institutional quarantine. The number of Covid-19 deaths in the country also soared to 640 with 45 deaths being reported from various states. Maharashtra and Gujarat recorded the maximum 19 deaths each, taking their respective tolls to 251 and 90. Delhi, which has been recording Covid-19 deaths daily since April 8, did not confirm any new death, although there were reports of a vegetable dealer at the Azadpur mandi having died of the virus. The number of new cases in the state was 75, taking its tally to 2,156. The number of persons who have recovered from Covid-19 in Delhi rose to 611 with 180 patients being discharged on Tuesday. Rajasthan, too, reported the highest number of cases of Covid-19 in a single day on Tuesday when 159 persons were found infected with the virus from different parts of the state. One person died in Jaipur, who was tested positive for Covid-19 taking the total toll in Jaipur to 14 and it was state’s 26th death. West Bengal, which has been mired in controversy over reporting of Covid-19 cases, recorded 53 new cases – its highest single day tally – taking the total number of Covid-19 cases in the state to 392. UP reported three fresh deaths, taking its toll to 22, while 106 new cases cropped up in the state. The total number of cases in UP now stands at 1,364, even as the state imposed more restrictions on movement of traffic at its Noida border citing import of new cases from Delhi. With 71 new cases reported in the state on Tuesday, Madhya Pradesh’s corona count rose to 1,553 but a sharp downward slope in the curve over the past few days has helped it drop from third rank in the country to sixth. Bhopal accounted for 31 of Tuesday’s fresh cases, followed by Indore (18). Four deaths were also reported taking MP’s Covid-19 toll to 80. In Telangana, 56 fresh cases of Covid-19 were recorded taking the state tally to 928. In Andhra Pradesh, two more persons died due to the novel coronavirus, raising the toll to 22, even as 35 new Covid-19 cases were reported from the southern state. Bihar, for the second day in a row, recorded a double-digit spike with 13 new Covid-19 cases, taking the total number of cases in the state to 126. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
36,"NEW DELHI: The Indian Council of Medical Research (ICMR) on Tuesday said India was doing the best possible as per its capabilities to combat the Covid-19 outbreak and that one must have faith in science which was making fast advances towards developing a vaccine and therapeutic interventions. The comments came in the wake of WHO director general Tedros Adhanom Ghebreyesus alluding to the Spanish flu in 1918 as a reference for the coronavirus outbreak and saying the worst was to come in the coronavirus outbreak, raising new alarm bells about the pandemic just as many countries are beginning to ease restrictive measures. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified new Highlighting preventive and pre-emptive measures taken by the government, ICMR’s head of epidemiology and communicable diseases Dr R R Gangakhedkar said by implementing lockdown and social distancing measures early, India had secured dual benefits for itself. One, it allowed time for preparedness, to create health infrastructure like hospitals to provide treatment to infected people, and two, it helped buy time while science is progressing fast to develop interventions to combat the disease which is very new. He added that while new drugs and vaccines are in the pipeline, India too will benefit from them when the lockdown is lifted, even as cases will be in control due to these measures. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
37,"NEW DELHI: A full-scale political battle has broken out between the BJP-led Centre and the Trinamool Congress-led West Bengal government, sparked off by the “unannounced” landing of a central team of officials in Kolkata on Monday morning. With West Bengal CM Mamata Banerjee viewing the move as an attack on the federal scheme of governance, the TMC accused the Centre of “playing politics at a time when states and the Centre are expected to work together to combat coronavirus”. Banerjee shot off a letter to PM Narendra Modi protesting “breaking of federal norms”. READ ALSO | Bengal obstructing Centre’s Covid-19 teams, says MHAAddressing an online press conference on Tuesday, TMC parliamentary leaders Sudip Bandopadhyay and Derek O’Brien questioned the Centre’s “intent”. “Why are opposition-governed states like West Bengal being put on targeted watch when states under BJP like Gujarat and Uttar Pradesh, or even states like Tamil Nadu and Telangana, governed by friendly parties, with higher positive cases are not being monitored by the Centre,” they asked. “Unfortunately, when Bengal and all other states are fighting coronavirus, the Centre is fighting the states,” O’Brien said, adding, “The Centre refused to call off the budget session of Parliament and delayed a lockdown when the virus was spreading, paying no heed to TMC’s warning on social distancing to be observed, apparently to install a BJP government in Madhya Pradesh.” He further said, “It is a health emergency. Let’s fight it together, not as a state or Centre. Let’s get back to politics after this is over.” Bandopadhyay said, “People want to know what the central ministerial team is looking for, what it has found and why it has not consulted with the chief minister or any state government official on their visit.” He added that the state was coordinating with the Centre and following every guideline. “So, what happened suddenly?” he asked. Asked whether people would suffer if the war against coronavirus got caught in political wrangling, Bandopadhyay said, “Hopefully, good sense will prevail. The Centre will restrain itself in future and will consult state governments for comprehensive and well-structured moves to fight coronavirus and state governments will cooperate.” DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
38,"NEW DELHI: The West Bengal administration’s refusal to provide assistance to the two Inter-Ministerial Central Teams despatched to assist the state can have serious security implications if provisions of the Disaster Management Act are examined as they empower the Centre to deploy military or paramilitary to enforce guidelines issued by the home ministry in any part of the country. Given the sensitivity of the Covid-19 situation, the Centre may choose persuasion or even a hard nudge rather than invoke the more stringent provisions of the law. As it is, the Trinamool Congress has raised the issue of federalism and an emotive outburst of populist emotions will worry the Centre. But at present, the DM Act has been invoked to put the country under lockdown till May 3. The Act overrides all existing laws in the country. In addition, Section 35(2)(f) of the Act empowers the Centre to deploy military or any central paramilitary force to effectively enforce implementation of the guidelines issued under the Act. States are bound to comply with central directives and “make available their resources” to the central team for “responding promptly and effectively to any disaster in the state”. In case of West Bengal, preliminary reports received by the home ministry had indicated “violence on frontline healthcare professionals, complete violations of social distancing norms outside banks, PDS shops and in market places and movement of private and commercial vehicles with passengers in urban areas”. Though in its communication to the chief secretary, the Centre only quoted Sections 35(1), 35(2)(a), 35(2)(e) and 35(2)(i) that talk about coordination, cooperation and securing effective implementation of the DM Act, there are other provisions that provide for arrest of a state official if he or she refuses to abide by the central directives. If there is a showdown between the Centre and states in implementation of disaster management guidelines, the Act empowers the Centre for “deployment of naval, military and air force, other armed forces of the Union or any other civilian personnel as may be required for the purposes of this Act”. While Sections 38 and 39 of the Act make it compulsory that resources of the state are made available to the central team for “responding promptly and effectively” to the disaster, Sections 55 and 56 provide for punishment of up to one year and with fine on failure of any officer of the state “in duty or his connivance at the contravention of the provisions of the Act”. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
39,"NEW DELHI: The Centre on Tuesday said while Maharashtra and Rajasthan were fully cooperating with inter-ministerial teams sent to boost anti-Covid-19 actions, the West Bengal government had restrained the teams sent to Kolkata and Jalpaiguri from functioning, escalating the political battle with Trinamool Congress. Home ministry spokesperson Punya Salila Srivastava said the West Bengal government's actions amounted to obstructing implementation of the order issued on Monday under the Disaster Management Act where state authorities were asked to make arrangements for the IMCTs (inter-ministerial central teams) to assess the ground situation. READ ALSO | Didi hits back, says attack on federal norms; TMC questions Centre’s intent“It has been brought to the notice of this ministry that both the IMCTs, at Kolkata and Jalpaiguri respectively, have not been provided with the requisite cooperation by the state and local authorities. In fact, they have been specifically restrained from making any visits, interacting with health professionals and assessing the ground situation,” home secretary Ajay Bhalla said in a letter to the West Bengal chief secretary. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news The war of words, however, became heated with Trinamool leader Abhishek Banerjee tweeting, ""You cripple West Bengal with faulty kits from ICMR and then send IMCTs to monitor its performance while keeping the state government in the dark. In the name of combating the Covid-19 crisis, you're playing with the lives of Bengalis while your leaders use skewed testing numbers for fake propaganda."" The Centre had previously written to West Bengal pointing out that social distancing was being slackly implemented. Chief minister Mamata Banerjee said the state would implement curbs with a ""human face"". In its previous communication, the home ministry had pointed to reports that the police were allowing religious congregations and people were thronging vegetable, fish and meat markets in several areas. Bhalla said West Bengal’s refusal to assist the teams “amounts to obstructing the implementation of the orders issued by the central government under the Disaster Management Act, 2005, and equally binding directions of the Supreme Court”. “You are, therefore, directed to comply with the MHA order dated April 19, 2020, and make all necessary arrangements for the IMCTs to carry out such responsibilities as have been entrusted to them,” he wrote. Two central teams have been deputed to West Bengal to review implementation of lockdown measures in identified districts. The teams are led by additional secretary-level officers and comprise senior public health professionals and NDMA officers, “whose expertise can be leveraged by the state government for management of Covid-19 pandemic”, said the home secretary. Bhalla reminded the state government that the teams were deputed under the authority conferred on the central government under Section 35 of the Disaster Management Act which states that “the central government shall take all such measures as it deems necessary or expedient for the purpose of disaster management”. He also drew attention to the SC’s observation in its order on March 31 that state governments will faithfully comply with the directives and orders issued by the Union of India in letter and spirit in the interest of public safety. “The said observations of the Supreme Court must be treated as directions and faithfully complied with,” he said. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
40,"NEW DELHI: The coronavirus epidemic could peak in India by the middle of May and gradually peter out after that, a modelling exercise by Times Network in partnership with global consulting firm Protiviti, has predicted. The ‘Times Fact India Outbreak Report’ looks at three different possibilities and suggests that India could see the number of coronavirus cases crossing 75,000 around May 22. The team built three models to predict the progression of the coronavirus. Each model provides an estimate of how the outbreak could unfold under different conditions and provides insights on how the government and health infrastructure can respond to the crisis. Read our coronavirus live blog for all the latest news and updatesThe report used three models: the percentage model, the time series model and the Susceptible Exposed Infected Recovered (SEIR) model. The percentage model uses trends in the spread of the disease in Italy and the US, and applies them onto India to predict its trajectory. Blog: Level the field - News producers can’t keep incurring the costs while digital platforms drain away profitsCoronavirus outbreak: Complete coverageThe time series model takes into consideration data across time periods in China and South Korea, and adapts them to India’s data. The SEIR model is based on an estimation of reproduction rate of the virus, which is the average number of people each positive person infects. Together, the three models provided six projections for the outbreak and give an indication of when it might be safe to lift the lockdown. More on Covid-19  Coronavirus pandemic: Complete Coverage 21-day lockdown: What will stay open and what won't How to quarantine yourself at home Trust the newspaper for your daily verified news The report also predicted two scenarios to show when the case tally could fall to zero. The scenarios assume the lockdown is extended beyond May 3 and the reproduction rate of the virus is 0.8, that is, each infected person spreads the disease to 0.8 other people. In the first scenario, if the lockdown is extended to May 15, the case tally will fall to zero by September 15. In the second scenario, if the lockdown is extended to May 30, cases will drop to zero by mid-June. DownloadThe Times of India News App for Latest India NewsSubscribeStart Your Daily Mornings with Times of India Newspaper! Order Now",True
